size,rho_hedef,rho,tekrar,sifreleme_s,sunucu_s,cozme_s,toplam_s,ciphertext_sayisi,sifreli_slot,yukleme_MB
128,0.25,0.25,0,0.010328599950298667,1.4926406999584287,0.014962500077672303,1.5179317999863997,1,4096,0.856169
128,0.25,0.25,1,0.009604300023056567,1.4830706000793725,0.015752899926155806,1.508427800028585,1,4096,
128,0.25,0.25,2,0.009985700016841292,1.4936424000188708,0.015124500030651689,1.5187526000663638,1,4096,
128,0.25,0.25,3,0.010932300006970763,1.470981499995105,0.015161499963141978,1.4970752999652177,1,4096,
128,0.25,0.25,4,0.009484700043685734,1.5474268000107259,0.017501500085927546,1.5744130001403391,1,4096,
128,0.5,0.50543212890625,0,0.023241100017912686,2.301823699963279,0.0150294000050053,2.340094199986197,2,8320,1.711137
128,0.5,0.50543212890625,1,0.018879599985666573,2.278753999969922,0.014834300032816827,2.3124678999884054,2,8320,
128,0.5,0.50543212890625,2,0.018892399966716766,2.2728854999877512,0.014700800064019859,2.306478700018488,2,8320,
128,0.5,0.50543212890625,3,0.018946000025607646,2.273971699993126,0.014772200025618076,2.307689900044352,2,8320,
128,0.5,0.50543212890625,4,0.018826400046236813,2.3177028000354767,0.01578830007929355,2.352317500161007,2,8320,
128,0.75,0.75201416015625,0,0.021298400009982288,2.8480420999694616,0.015189699945040047,2.884530199924484,2,16384,1.711887
