veri,satir,etiket,kat,olcum,sifreleme_s,fovea_ciphertext,fovea_slot,fovea_yukleme_bayt,piroi_ciphertext,piroi_yukleme_MB,piroi_roi_piksel,fovea_sunucu_s,fovea_indirme_bayt
beyin MR (Cheng),1426,2,3,paket,0.010410099988803267,1,8192,855309,1,0.855734,1864,,
beyin MR (Cheng),1427,2,3,paket,0.010399200022220612,1,8192,855250,1,0.855734,1863,,
beyin MR (Cheng),1428,2,3,paket,0.010442099999636412,1,8192,854364,1,0.855734,1207,,
beyin MR (Cheng),1429,2,0,paket,0.010416499921120703,1,8192,856041,1,0.855734,1584,,
beyin MR (Cheng),1430,2,0,paket,0.010820699972100556,1,8192,855333,1,0.855734,1652,,
beyin MR (Cheng),1431,2,0,paket,0.009886799962259829,1,8192,855764,1,0.855734,943,,
beyin MR (Cheng),1432,2,0,paket,0.009852000046521425,1,8192,856104,1,0.855734,1241,,
beyin MR (Cheng),1433,2,0,paket,0.010028199991211295,1,8192,855124,1,0.855734,833,,
beyin MR (Cheng),1434,2,0,paket,0.011185800074599683,1,8192,855264,1,0.855734,3071,,
beyin MR (Cheng),1435,2,0,paket,0.013833200093358755,1,8192,855458,1,0.855734,3940,,
beyin MR (Cheng),1436,2,0,paket,0.010100199957378209,1,8192,856050,1,0.855734,3192,,
beyin MR (Cheng),1437,2,0,paket,0.009890499990433455,1,8192,855260,1,0.855734,2860,,
beyin MR (Cheng),1438,2,0,paket,0.01516109996009618,1,8192,855343,1,0.855734,3740,,
beyin MR (Cheng),1439,2,0,paket,0.010185399907641113,1,8192,855980,1,0.855734,2631,,
beyin MR (Cheng),1440,2,0,paket,0.010216400027275085,1,8192,856092,1,0.855734,823,,
beyin MR (Cheng),1441,2,3,paket,0.010859399917535484,1,8192,855638,1,0.855734,2231,,
beyin MR (Cheng),1442,2,3,paket,0.010163300088606775,1,8192,855241,1,0.855734,2720,,
beyin MR (Cheng),1443,2,3,paket,0.011579400044865906,1,8192,855339,1,0.855734,2320,,
beyin MR (Cheng),1444,2,3,paket,0.010143199935555458,1,8192,855748,1,0.855734,2634,,
beyin MR (Cheng),1445,2,3,paket,0.010505000012926757,1,8192,854833,1,0.855734,1990,,
beyin MR (Cheng),1446,2,4,paket,0.010224999976344407,1,8192,855827,1,0.855734,782,,
beyin MR (Cheng),1447,2,4,paket,0.011012099916115403,1,8192,855870,1,0.855734,1521,,
beyin MR (Cheng),1448,2,4,paket,0.010703800013288856,1,8192,855571,1,0.855734,1703,,
beyin MR (Cheng),1449,2,4,paket,0.010768899926915765,1,8192,856139,1,0.855734,1857,,
beyin MR (Cheng),1450,2,4,paket,0.012727600056678057,1,8192,855859,1,0.855734,1927,,
beyin MR (Cheng),1451,2,4,paket,0.01007189997471869,1,8192,855616,1,0.855734,1918,,
beyin MR (Cheng),1452,2,4,paket,0.010514399968087673,1,8192,855877,1,0.855734,1335,,
beyin MR (Cheng),1453,2,4,paket,0.01118589995894581,1,8192,855717,1,0.855734,1196,,
beyin MR (Cheng),1454,2,4,paket,0.010438700090162456,1,8192,855366,1,0.855734,986,,
beyin MR (Cheng),1455,2,3,paket,0.010395199991762638,1,8192,855122,1,0.855734,1394,,
beyin MR (Cheng),1456,2,3,paket,0.010491600027307868,1,8192,855318,1,0.855734,1684,,
beyin MR (Cheng),1457,2,3,paket,0.011357199982739985,1,8192,856248,1,0.855734,1801,,
beyin MR (Cheng),1458,2,3,paket,0.010011299978941679,1,8192,856119,1,0.855734,2066,,
beyin MR (Cheng),1459,2,3,paket,0.010108100017532706,1,8192,855977,1,0.855734,2159,,
beyin MR (Cheng),1460,2,3,paket,0.0120867999503389,1,8192,855757,1,0.855734,2414,,
beyin MR (Cheng),1461,2,1,paket,0.010216699913144112,1,8192,855271,1,0.855734,2328,,
beyin MR (Cheng),1462,2,1,paket,0.012193699949420989,1,8192,855234,1,0.855734,3337,,
beyin MR (Cheng),1463,2,1,paket,0.010129799949936569,1,8192,855277,1,0.855734,3584,,
beyin MR (Cheng),1464,2,1,paket,0.009961999952793121,1,8192,855481,1,0.855734,3638,,
beyin MR (Cheng),1465,2,1,paket,0.011965000070631504,1,8192,855801,1,0.855734,2975,,
beyin MR (Cheng),1466,2,1,paket,0.009971800027415156,1,8192,855473,1,0.855734,2205,,
beyin MR (Cheng),1467,2,2,paket,0.010527500067837536,1,8192,856023,1,0.855734,1401,,
beyin MR (Cheng),1468,2,2,paket,0.010353599907830358,1,8192,856062,1,0.855734,706,,
beyin MR (Cheng),1469,2,2,paket,0.010096699930727482,1,8192,855274,1,0.855734,681,,
beyin MR (Cheng),1470,2,2,paket,0.010402800049632788,1,8192,855250,1,0.855734,456,,
beyin MR (Cheng),1471,2,2,paket,0.010308000026270747,1,8192,855543,1,0.855734,728,,
beyin MR (Cheng),1472,2,2,paket,0.012579500093124807,1,8192,855960,1,0.855734,774,,
beyin MR (Cheng),1473,2,2,paket,0.010056400089524686,1,8192,855776,1,0.855734,642,,
beyin MR (Cheng),1474,2,2,paket,0.010374299949035048,1,8192,855973,1,0.855734,407,,
beyin MR (Cheng),1475,2,2,paket,0.010907899937592447,1,8192,855405,1,0.855734,691,,
beyin MR (Cheng),1476,2,2,paket,0.009989699930883944,1,8192,855212,1,0.855734,832,,
beyin MR (Cheng),1477,2,2,paket,0.009825800079852343,1,8192,855972,1,0.855734,666,,
beyin MR (Cheng),1478,2,2,paket,0.010547099984250963,1,8192,855325,1,0.855734,470,,
beyin MR (Cheng),1479,2,0,paket,0.010738100041635334,1,8192,855937,1,0.855734,1408,,
beyin MR (Cheng),1480,2,0,paket,0.010397500009275973,1,8192,855383,1,0.855734,1522,,
beyin MR (Cheng),1481,2,0,paket,0.01108229998499155,1,8192,855374,1,0.855734,1800,,
beyin MR (Cheng),1482,2,3,paket,0.010623399983160198,1,8192,855176,1,0.855734,2059,,
beyin MR (Cheng),1483,2,3,paket,0.010547799989581108,1,8192,856010,1,0.855734,1947,,
beyin MR (Cheng),1484,2,3,paket,0.010307000018656254,1,8192,855369,1,0.855734,1936,,
beyin MR (Cheng),1485,2,3,paket,0.01046620006673038,1,8192,856038,1,0.855734,1642,,
beyin MR (Cheng),1486,2,1,paket,0.010641100001521409,1,8192,855176,1,0.855734,453,,
beyin MR (Cheng),1487,2,1,paket,0.010203299927525222,1,8192,856009,1,0.855734,773,,
beyin MR (Cheng),1488,2,2,paket,0.01010459999088198,1,8192,856102,1,0.855734,778,,
beyin MR (Cheng),1489,2,2,paket,0.010149999987334013,1,8192,855636,1,0.855734,1532,,
beyin MR (Cheng),1490,2,2,paket,0.01168690004851669,1,8192,855842,1,0.855734,790,,
beyin MR (Cheng),1491,2,2,paket,0.010743999970145524,1,8192,856167,1,0.855734,719,,
beyin MR (Cheng),1492,2,2,paket,0.010743799968622625,1,8192,855081,1,0.855734,2033,,
beyin MR (Cheng),1493,2,2,paket,0.009942600037902594,1,8192,855165,1,0.855734,2395,,
beyin MR (Cheng),1494,2,2,paket,0.010012099985033274,1,8192,855149,1,0.855734,3364,,
beyin MR (Cheng),1495,2,2,paket,0.010008899960666895,1,8192,855362,1,0.855734,3480,,
beyin MR (Cheng),1496,2,2,paket,0.010010599973611534,1,8192,856073,1,0.855734,3332,,
beyin MR (Cheng),1497,2,2,paket,0.010417500045150518,1,8192,855109,1,0.855734,1916,,
beyin MR (Cheng),1498,2,2,paket,0.011479000095278025,1,8192,855338,1,0.855734,2868,,
beyin MR (Cheng),1499,2,2,paket,0.010589299956336617,1,8192,856120,1,0.855734,3581,,
beyin MR (Cheng),1500,2,2,paket,0.010189299937337637,1,8192,856022,1,0.855734,4000,,
beyin MR (Cheng),1501,2,2,paket,0.010213699890300632,1,8192,855543,1,0.855734,4372,,
beyin MR (Cheng),1502,2,2,paket,0.01152389997150749,1,8192,856151,1,0.855734,4264,,
beyin MR (Cheng),1503,2,2,paket,0.010483700083568692,1,8192,856073,1,0.855734,3388,,
beyin MR (Cheng),1504,2,2,paket,0.010112200048752129,1,8192,856110,1,0.855734,3633,,
beyin MR (Cheng),1505,2,0,paket,0.010096900048665702,1,8192,856079,1,0.855734,2494,,
beyin MR (Cheng),1506,2,0,paket,0.01026749995071441,1,8192,855586,1,0.855734,3374,,
beyin MR (Cheng),1507,2,0,paket,0.010174299939535558,1,8192,855260,1,0.855734,3124,,
beyin MR (Cheng),1508,2,0,paket,0.010694699943996966,1,8192,855834,1,0.855734,2990,,
beyin MR (Cheng),1509,2,0,paket,0.010055100079625845,1,8192,855358,1,0.855734,2235,,
beyin MR (Cheng),1510,2,1,paket,0.010118199978023767,1,8192,855958,1,0.855734,1002,,
beyin MR (Cheng),1511,2,1,paket,0.011885100044310093,1,8192,856038,1,0.855734,1339,,
beyin MR (Cheng),1512,2,1,paket,0.010084099951200187,1,8192,855342,1,0.855734,1649,,
beyin MR (Cheng),1513,2,1,paket,0.011225500027649105,1,8192,855320,1,0.855734,875,,
beyin MR (Cheng),1514,2,4,paket,0.010344600072130561,1,8192,856138,1,0.855734,1325,,
beyin MR (Cheng),1515,2,4,paket,0.009950699983164668,1,8192,856149,1,0.855734,1944,,
beyin MR (Cheng),1516,2,4,paket,0.010221999953500926,1,8192,856178,1,0.855734,2441,,
beyin MR (Cheng),1517,2,4,paket,0.01002909999806434,1,8192,855394,1,0.855734,2390,,
beyin MR (Cheng),1518,2,4,paket,0.009940400021150708,1,8192,855423,1,0.855734,1806,,
beyin MR (Cheng),1519,2,4,paket,0.010318699991330504,1,8192,855303,1,0.855734,974,,
beyin MR (Cheng),1520,2,1,paket,0.009932100074365735,1,8192,856065,1,0.855734,658,,
beyin MR (Cheng),1521,2,1,paket,0.010228300001472235,1,8192,855344,1,0.855734,2190,,
beyin MR (Cheng),1522,2,1,paket,0.010344799957238138,1,8192,855246,1,0.855734,2420,,
beyin MR (Cheng),1523,2,1,paket,0.010776399984024465,1,8192,855663,1,0.855734,3613,,
beyin MR (Cheng),1524,2,1,paket,0.010177799966186285,1,8192,855915,1,0.855734,3633,,
beyin MR (Cheng),1525,2,1,paket,0.009958099923096597,1,8192,855136,1,0.855734,3294,,
beyin MR (Cheng),1526,2,1,paket,0.010237700073048472,1,8192,856108,1,0.855734,865,,
beyin MR (Cheng),1527,2,3,paket,0.009811499970965087,1,8192,855678,1,0.855734,1469,,
beyin MR (Cheng),1528,2,3,paket,0.012535599991679192,1,8192,856022,1,0.855734,2032,,
beyin MR (Cheng),1529,2,3,paket,0.0100158000132069,1,8192,856137,1,0.855734,2833,,
beyin MR (Cheng),1530,2,3,paket,0.01007930003106594,1,8192,855941,1,0.855734,2968,,
beyin MR (Cheng),1531,2,3,paket,0.010087599977850914,1,8192,856106,1,0.855734,2815,,
beyin MR (Cheng),1532,2,2,paket,0.010066800052300096,1,8192,855744,1,0.855734,1123,,
beyin MR (Cheng),1533,2,2,paket,0.0100895999930799,1,8192,855763,1,0.855734,1262,,
beyin MR (Cheng),1534,2,2,paket,0.010119999991729856,1,8192,855980,1,0.855734,1604,,
beyin MR (Cheng),1535,2,2,paket,0.010399200022220612,1,8192,854413,1,0.855734,1307,,
beyin MR (Cheng),1536,2,2,paket,0.0099845000077039,1,8192,856146,1,0.855734,1205,,
beyin MR (Cheng),1537,2,1,paket,0.010206600069068372,1,8192,855696,1,0.855734,7699,,
beyin MR (Cheng),1538,2,1,paket,0.009861300000920892,1,8192,856083,2,1.711468,10215,,
beyin MR (Cheng),1539,2,1,paket,0.010107900016009808,1,8192,855087,2,1.711468,11524,,
beyin MR (Cheng),1540,2,1,paket,0.010324100032448769,1,8192,856180,2,1.711468,11184,,
beyin MR (Cheng),1541,2,1,paket,0.010175300063565373,1,8192,856138,2,1.711468,10338,,
beyin MR (Cheng),1542,2,1,paket,0.010043199989013374,1,8192,855560,1,0.855734,5729,,
beyin MR (Cheng),1543,2,1,paket,0.01096359989605844,1,8192,855913,1,0.855734,2945,,
beyin MR (Cheng),1544,2,2,paket,0.01706649991683662,1,8192,855459,1,0.855734,1991,,
beyin MR (Cheng),1545,2,2,paket,0.010117200086824596,1,8192,856229,1,0.855734,3814,,
beyin MR (Cheng),1546,2,2,paket,0.01352999999653548,1,8192,856117,1,0.855734,4348,,
beyin MR (Cheng),1547,2,2,paket,0.010061300010420382,1,8192,855854,1,0.855734,4195,,
beyin MR (Cheng),1548,2,2,paket,0.011641800054349005,1,8192,855589,1,0.855734,4037,,
beyin MR (Cheng),1549,2,2,paket,0.010360200074501336,1,8192,855230,1,0.855734,3390,,
beyin MR (Cheng),1550,2,2,paket,0.01023789995815605,1,8192,856147,1,0.855734,2701,,
beyin MR (Cheng),1551,2,4,paket,0.010907900054007769,1,8192,856094,1,0.855734,1345,,
beyin MR (Cheng),1552,2,4,paket,0.011384300072677433,1,8192,855295,1,0.855734,2543,,
beyin MR (Cheng),1553,2,4,paket,0.010197600000537932,1,8192,855416,1,0.855734,2002,,
beyin MR (Cheng),1554,2,4,paket,0.010272699990309775,1,8192,855728,1,0.855734,1731,,
beyin MR (Cheng),1555,2,4,paket,0.011276500066742301,1,8192,854883,1,0.855734,1357,,
beyin MR (Cheng),1556,2,1,paket,0.011845999979414046,1,8192,855784,1,0.855734,303,,
beyin MR (Cheng),1557,2,1,paket,0.010594199993647635,1,8192,856095,1,0.855734,535,,
beyin MR (Cheng),1558,2,1,paket,0.009867699933238328,1,8192,855597,1,0.855734,1326,,
beyin MR (Cheng),1559,2,1,paket,0.011065699975006282,1,8192,855333,1,0.855734,1733,,
beyin MR (Cheng),1560,2,1,paket,0.01014129992108792,1,8192,855058,1,0.855734,1576,,
beyin MR (Cheng),1561,2,1,paket,0.010384799912571907,1,8192,855332,1,0.855734,1173,,
beyin MR (Cheng),1562,2,4,paket,0.010321500012651086,1,8192,856122,1,0.855734,777,,
beyin MR (Cheng),1563,2,4,paket,0.010612300015054643,1,8192,856022,1,0.855734,850,,
beyin MR (Cheng),1564,2,4,paket,0.011906200088560581,1,8192,855802,1,0.855734,544,,
beyin MR (Cheng),1565,2,1,paket,0.01032519992440939,1,8192,855142,1,0.855734,726,,
beyin MR (Cheng),1566,2,1,paket,0.010010199970565736,1,8192,855363,1,0.855734,656,,
beyin MR (Cheng),1567,2,0,paket,0.010161300073377788,1,8192,855247,1,0.855734,814,,
beyin MR (Cheng),1568,2,0,paket,0.009957500034943223,1,8192,856147,1,0.855734,1082,,
beyin MR (Cheng),1569,2,0,paket,0.010830100043676794,1,8192,855791,1,0.855734,1020,,
beyin MR (Cheng),1570,2,0,paket,0.01013409998267889,1,8192,855237,1,0.855734,907,,
beyin MR (Cheng),1571,2,0,paket,0.010172100039198995,1,8192,855426,1,0.855734,504,,
beyin MR (Cheng),1572,2,4,paket,0.009885599953122437,1,8192,855306,1,0.855734,680,,
beyin MR (Cheng),1573,2,4,paket,0.010070099961012602,1,8192,855400,1,0.855734,2069,,
beyin MR (Cheng),1574,2,4,paket,0.01013440010137856,1,8192,856081,1,0.855734,3029,,
beyin MR (Cheng),1575,2,4,paket,0.010536600020714104,1,8192,856129,1,0.855734,3307,,
beyin MR (Cheng),1576,2,4,paket,0.011043000034987926,1,8192,856185,1,0.855734,2707,,
beyin MR (Cheng),1577,2,4,paket,0.010281499940901995,1,8192,855915,1,0.855734,3305,,
beyin MR (Cheng),1578,2,4,paket,0.010293900035321712,1,8192,855631,1,0.855734,2458,,
beyin MR (Cheng),1579,2,4,paket,0.011343499994836748,1,8192,855168,1,0.855734,3363,,
beyin MR (Cheng),1580,2,3,paket,0.009977999958209693,1,8192,856186,1,0.855734,1653,,
beyin MR (Cheng),1581,2,3,paket,0.012000800110399723,1,8192,854629,1,0.855734,3139,,
beyin MR (Cheng),1582,2,3,paket,0.00996820000000298,1,8192,854362,1,0.855734,5245,,
beyin MR (Cheng),1583,2,3,paket,0.010469499975442886,1,8192,856070,1,0.855734,3716,,
beyin MR (Cheng),1584,2,3,paket,0.010688800015486777,1,8192,856315,1,0.855734,5116,,
beyin MR (Cheng),1585,2,3,paket,0.010249600047245622,1,8192,855607,1,0.855734,4848,,
beyin MR (Cheng),1586,2,3,paket,0.009872299968264997,1,8192,855832,1,0.855734,6712,,
beyin MR (Cheng),1587,2,3,paket,0.010017600026912987,1,8192,855317,2,1.711468,8240,,
beyin MR (Cheng),1588,2,0,paket,0.01211939996574074,1,8192,855297,1,0.855734,1153,,
beyin MR (Cheng),1589,2,0,paket,0.00992100010626018,1,8192,855312,1,0.855734,1427,,
beyin MR (Cheng),1590,2,0,paket,0.011699299910105765,1,8192,856355,1,0.855734,1687,,
beyin MR (Cheng),1591,2,0,paket,0.010134699987247586,1,8192,855946,1,0.855734,1324,,
beyin MR (Cheng),1592,2,0,paket,0.009982499992474914,1,8192,855276,1,0.855734,1806,,
beyin MR (Cheng),1593,2,3,paket,0.010577999986708164,1,8192,856165,1,0.855734,486,,
beyin MR (Cheng),1594,2,3,paket,0.010720100020989776,1,8192,855584,1,0.855734,323,,
beyin MR (Cheng),1595,2,0,paket,0.010537900030612946,1,8192,855308,1,0.855734,1006,,
beyin MR (Cheng),1596,2,0,paket,0.010254299966618419,1,8192,854657,1,0.855734,1404,,
beyin MR (Cheng),1597,2,0,paket,0.010039099957793951,1,8192,855460,1,0.855734,1065,,
beyin MR (Cheng),1598,2,0,paket,0.009907900006510317,1,8192,855309,1,0.855734,1124,,
beyin MR (Cheng),1599,2,2,paket,0.010410099988803267,1,8192,856099,1,0.855734,1615,,
beyin MR (Cheng),1600,2,2,paket,0.010220500058494508,1,8192,856082,1,0.855734,2078,,
beyin MR (Cheng),1601,2,2,paket,0.009816300007514656,1,8192,855824,1,0.855734,2445,,
beyin MR (Cheng),1602,2,2,paket,0.010270099970512092,1,8192,855351,1,0.855734,2120,,
beyin MR (Cheng),1603,2,2,paket,0.010413300013169646,1,8192,855388,1,0.855734,612,,
beyin MR (Cheng),1604,2,4,paket,0.010348299983888865,1,8192,855328,1,0.855734,651,,
beyin MR (Cheng),1605,2,4,paket,0.010032600024715066,1,8192,855262,1,0.855734,795,,
beyin MR (Cheng),1606,2,4,paket,0.010101100080646574,1,8192,855206,1,0.855734,791,,
beyin MR (Cheng),1607,2,4,paket,0.009906599996611476,1,8192,855285,1,0.855734,5882,,
beyin MR (Cheng),1608,2,3,paket,0.01072509994264692,1,8192,855907,1,0.855734,1673,,
beyin MR (Cheng),1609,2,3,paket,0.013050899957306683,1,8192,855560,1,0.855734,1631,,
beyin MR (Cheng),1610,2,3,paket,0.012523100012913346,1,8192,855635,1,0.855734,3131,,
beyin MR (Cheng),1611,2,3,paket,0.010068099945783615,1,8192,855367,1,0.855734,3311,,
beyin MR (Cheng),1612,2,3,paket,0.01029409992042929,1,8192,855220,1,0.855734,1969,,
beyin MR (Cheng),1613,2,3,paket,0.010712700081057847,1,8192,856141,1,0.855734,2808,,
beyin MR (Cheng),1614,2,3,paket,0.010707799927331507,1,8192,855250,1,0.855734,5928,,
beyin MR (Cheng),1615,2,0,paket,0.010025499970652163,1,8192,855196,1,0.855734,550,,
beyin MR (Cheng),1616,2,0,paket,0.01101849996484816,1,8192,855729,1,0.855734,1188,,
beyin MR (Cheng),1617,2,0,paket,0.010202000034041703,1,8192,855988,1,0.855734,2407,,
beyin MR (Cheng),1618,2,0,paket,0.010672099888324738,1,8192,856115,1,0.855734,2407,,
beyin MR (Cheng),1619,2,0,paket,0.010212199995294213,1,8192,855951,1,0.855734,2142,,
beyin MR (Cheng),1620,2,0,paket,0.010756899951957166,1,8192,855310,1,0.855734,1512,,
beyin MR (Cheng),1621,2,0,paket,0.009951699990779161,1,8192,855819,1,0.855734,2247,,
beyin MR (Cheng),1622,2,0,paket,0.010188500047661364,1,8192,855193,1,0.855734,4633,,
beyin MR (Cheng),1623,2,0,paket,0.010020800051279366,1,8192,855259,1,0.855734,7794,,
beyin MR (Cheng),1624,2,0,paket,0.010042100097052753,1,8192,855058,2,1.711468,8339,,
beyin MR (Cheng),1625,2,0,paket,0.010040099965408444,1,8192,856054,1,0.855734,8162,,
beyin MR (Cheng),1626,2,0,paket,0.010016200016252697,1,8192,855546,1,0.855734,5341,,
beyin MR (Cheng),1627,2,3,paket,0.01122330001089722,1,8192,855853,1,0.855734,996,,
beyin MR (Cheng),1628,2,3,paket,0.01085419999435544,1,8192,856050,1,0.855734,2460,,
beyin MR (Cheng),1629,2,3,paket,0.00978900003246963,1,8192,855989,1,0.855734,3457,,
beyin MR (Cheng),1630,2,3,paket,0.010610600002110004,1,8192,855261,1,0.855734,3791,,
beyin MR (Cheng),1631,2,3,paket,0.009996099979616702,1,8192,855708,1,0.855734,5429,,
beyin MR (Cheng),1632,2,3,paket,0.009967399993911386,1,8192,856095,1,0.855734,5556,,
beyin MR (Cheng),1633,2,4,paket,0.009998900000937283,1,8192,855140,1,0.855734,552,,
beyin MR (Cheng),1634,2,4,paket,0.010139600024558604,1,8192,855906,1,0.855734,2337,,
beyin MR (Cheng),1635,2,4,paket,0.00999479996971786,1,8192,854554,1,0.855734,3495,,
beyin MR (Cheng),1636,2,4,paket,0.011877399985678494,1,8192,855328,1,0.855734,4019,,
beyin MR (Cheng),1637,2,4,paket,0.009987099911086261,1,8192,856307,1,0.855734,3784,,
beyin MR (Cheng),1638,2,4,paket,0.010410199989564717,1,8192,855162,1,0.855734,3243,,
beyin MR (Cheng),1639,2,3,paket,0.011066799983382225,1,8192,855863,1,0.855734,1554,,
beyin MR (Cheng),1640,2,3,paket,0.010098899947479367,1,8192,855652,1,0.855734,2035,,
beyin MR (Cheng),1641,2,3,paket,0.010380299994722009,1,8192,855657,1,0.855734,2485,,
beyin MR (Cheng),1642,2,3,paket,0.010536100016906857,1,8192,856013,1,0.855734,1779,,
beyin MR (Cheng),1643,2,1,paket,0.010170799912884831,1,8192,855572,1,0.855734,1906,,
beyin MR (Cheng),1644,2,1,paket,0.010529299965128303,1,8192,856133,1,0.855734,1802,,
beyin MR (Cheng),1645,2,1,paket,0.01007499999832362,1,8192,856034,1,0.855734,2212,,
beyin MR (Cheng),1646,2,1,paket,0.010178699973039329,1,8192,855391,1,0.855734,2380,,
beyin MR (Cheng),1647,2,1,paket,0.010073199984617531,1,8192,856217,1,0.855734,2300,,
beyin MR (Cheng),1648,2,1,paket,0.010911600082181394,1,8192,855791,1,0.855734,2095,,
beyin MR (Cheng),1649,2,1,paket,0.010051499935798347,1,8192,855175,1,0.855734,1735,,
beyin MR (Cheng),1650,2,2,paket,0.011302800034172833,1,8192,855536,1,0.855734,340,,
beyin MR (Cheng),1651,2,2,paket,0.010608699987642467,1,8192,856073,1,0.855734,459,,
beyin MR (Cheng),1652,2,2,paket,0.009918599971570075,1,8192,855781,1,0.855734,665,,
beyin MR (Cheng),1653,2,2,paket,0.010345299961045384,1,8192,855773,1,0.855734,509,,
beyin MR (Cheng),1654,2,2,paket,0.009993599960580468,1,8192,855856,1,0.855734,461,,
beyin MR (Cheng),1655,2,2,paket,0.010442700004205108,1,8192,855911,1,0.855734,737,,
beyin MR (Cheng),1656,2,2,paket,0.010003700037486851,1,8192,855751,1,0.855734,610,,
beyin MR (Cheng),1657,2,2,paket,0.010578199988231063,1,8192,856012,1,0.855734,541,,
beyin MR (Cheng),1658,2,0,paket,0.01004369999282062,1,8192,855337,1,0.855734,545,,
beyin MR (Cheng),1659,2,0,paket,0.012238000053912401,1,8192,856103,1,0.855734,638,,
beyin MR (Cheng),1660,2,0,paket,0.010037200059741735,1,8192,855361,1,0.855734,722,,
beyin MR (Cheng),1661,2,0,paket,0.010716899996623397,1,8192,855938,1,0.855734,546,,
beyin MR (Cheng),1662,2,0,paket,0.012776200077496469,1,8192,855301,1,0.855734,807,,
beyin MR (Cheng),1663,2,0,paket,0.011766999959945679,1,8192,855376,1,0.855734,742,,
beyin MR (Cheng),1664,2,3,paket,0.010375899961218238,1,8192,855754,1,0.855734,769,,
beyin MR (Cheng),1665,2,3,paket,0.010587000055238605,1,8192,855561,1,0.855734,1007,,
beyin MR (Cheng),1666,2,3,paket,0.00995909993071109,1,8192,856025,1,0.855734,1236,,
beyin MR (Cheng),1667,2,3,paket,0.009882900048978627,1,8192,855868,1,0.855734,1480,,
beyin MR (Cheng),1668,2,3,paket,0.010386800044216216,1,8192,855478,1,0.855734,1262,,
beyin MR (Cheng),1669,2,3,paket,0.0107433000812307,1,8192,856214,1,0.855734,1265,,
beyin MR (Cheng),1670,2,3,paket,0.011383899953216314,1,8192,856032,1,0.855734,867,,
beyin MR (Cheng),1671,2,1,paket,0.011279199970886111,1,8192,856070,1,0.855734,371,,
beyin MR (Cheng),1672,2,2,paket,0.010776599985547364,1,8192,855936,1,0.855734,1291,,
beyin MR (Cheng),1673,2,2,paket,0.010643100016750395,1,8192,855685,1,0.855734,1188,,
beyin MR (Cheng),1674,2,2,paket,0.01052959996741265,1,8192,856195,1,0.855734,969,,
beyin MR (Cheng),1675,2,2,paket,0.010278300032950938,1,8192,855704,1,0.855734,774,,
beyin MR (Cheng),1676,2,2,paket,0.00991340004839003,1,8192,855444,1,0.855734,1021,,
beyin MR (Cheng),1677,2,2,paket,0.01039800001308322,1,8192,855639,1,0.855734,1996,,
beyin MR (Cheng),1678,2,2,paket,0.010191700072027743,1,8192,855990,1,0.855734,2416,,
beyin MR (Cheng),1679,2,2,paket,0.010132099967449903,1,8192,855985,1,0.855734,3028,,
beyin MR (Cheng),1680,2,2,paket,0.01207349996548146,1,8192,855903,1,0.855734,3055,,
beyin MR (Cheng),1681,2,2,paket,0.010339800035580993,1,8192,855948,1,0.855734,1725,,
beyin MR (Cheng),1682,2,2,paket,0.00994429993443191,1,8192,855937,1,0.855734,1323,,
beyin MR (Cheng),1683,2,2,paket,0.009736299980431795,1,8192,855772,1,0.855734,1254,,
beyin MR (Cheng),1684,2,2,paket,0.010427700006403029,1,8192,855304,1,0.855734,2852,,
beyin MR (Cheng),1685,2,2,paket,0.010043999995104969,1,8192,855262,1,0.855734,3894,,
beyin MR (Cheng),1686,2,2,paket,0.01016830001026392,1,8192,855977,1,0.855734,3882,,
beyin MR (Cheng),1687,2,2,paket,0.010216200025752187,1,8192,855348,1,0.855734,3899,,
beyin MR (Cheng),1688,2,2,paket,0.010216700029559433,1,8192,855884,1,0.855734,2678,,
beyin MR (Cheng),1689,2,2,paket,0.010170300025492907,1,8192,855282,1,0.855734,1334,,
beyin MR (Cheng),1690,2,2,paket,0.010391700081527233,1,8192,855327,1,0.855734,1178,,
beyin MR (Cheng),1691,2,0,paket,0.010247800033539534,1,8192,855653,1,0.855734,1045,,
beyin MR (Cheng),1692,2,0,paket,0.010989499976858497,1,8192,855396,1,0.855734,1599,,
beyin MR (Cheng),1693,2,0,paket,0.010121200000867248,1,8192,855309,1,0.855734,2137,,
beyin MR (Cheng),1694,2,0,paket,0.012883699964731932,1,8192,855199,1,0.855734,2748,,
beyin MR (Cheng),1695,2,0,paket,0.010073899989947677,1,8192,856051,1,0.855734,2267,,
beyin MR (Cheng),1696,2,0,paket,0.011539199971593916,1,8192,855560,1,0.855734,1381,,
beyin MR (Cheng),1697,2,0,paket,0.01185290003195405,1,8192,855238,1,0.855734,889,,
beyin MR (Cheng),1698,2,0,paket,0.01036079996265471,1,8192,855434,1,0.855734,882,,
beyin MR (Cheng),1699,2,1,paket,0.010514699970372021,1,8192,855357,1,0.855734,928,,
beyin MR (Cheng),1700,2,1,paket,0.00992959993891418,1,8192,856125,1,0.855734,1101,,
beyin MR (Cheng),1701,2,1,paket,0.010025199968367815,1,8192,855833,1,0.855734,950,,
beyin MR (Cheng),1702,2,1,paket,0.0100702999625355,1,8192,855917,1,0.855734,869,,
beyin MR (Cheng),1703,2,4,paket,0.009883000049740076,1,8192,855319,1,0.855734,1614,,
beyin MR (Cheng),1704,2,4,paket,0.010382100008428097,1,8192,855814,1,0.855734,2216,,
